Income,Age,Workclass,Education.num,Race,Sex,Hours.per.week
High,34,Private,NA,White,Male,50
Low,18,Private,7,White,Male,35
High,46,Private,9,Black,Male,40
High,35,Private,13,White,Female,40
Low,46,State-gov,14,White,Female,38
High,59,Private,11,White,Male,40
Low,31,Private,4,White,Female,30
Low,27,Private,9,White,Female,37
Low,41,Private,14,White,Male,40
Low,42,Private,9,Black,Male,40
High,55,Private,13,White,Male,40
Low,34,?,NA,Black,Female,40
Low,44,Private,9,White,Female,40
Low,26,Private,13,White,Female,50
High,36,Private,11,White,Female,40
Low,69,Private,5,White,Male,35
Low,33,Private,10,White,Female,NA
Low,30,Private,11,White,Male,40
High,35,Private,9,White,Female,NA
High,25,Private,13,White,Female,40
Low,21,Private,10,Black,Male,40
Low,18,Private,7,Black,Male,15
High,35,Self-emp-not-inc,10,White,NA,60
Low,20,Private,9,White,NA,50
Low,26,Private,14,White,Male,40
Low,46,Private,13,White,Male,40
Low,31,Private,13,White,Female,36
High,40,Private,15,White,Male,40
Low,40,Private,9,White,Female,52
Low,31,Private,13,White,Female,40
Low,32,Self-emp-not-inc,16,White,Male,40
Low,23,Self-emp-not-inc,10,White,Male,40
Low,25,Local-gov,14,White,Male,40
Low,37,Private,10,White,Male,50
Low,18,Private,10,White,Female,20
Low,55,Private,9,White,Female,38
Low,52,Private,5,White,Female,40
Low,26,Private,9,White,Female,40
High,37,Private,10,White,Male,40
Low,39,Private,9,White,Female,45
High,62,Self-emp-not-inc,13,White,Female,40
Low,19,?,10,White,Female,25
High,47,Private,9,White,Male,45
High,51,Local-gov,13,White,Male,40
Low,55,Private,9,White,Female,40
Low,30,Private,9,White,Male,35
Low,59,Federal-gov,10,White,Male,36
Low,45,Self-emp-not-inc,6,White,Male,65
High,52,Private,10,White,Male,45
Low,21,Private,9,White,Male,20
Low,31,Private,9,White,Male,55
Low,29,Private,NA,Black,Male,40
Low,24,Private,9,White,Male,40
Low,17,Private,6,White,Male,24
Low,NA,Private,9,Black,Female,40
High,46,Private,10,White,Male,50
Low,32,?,9,White,Female,28
Low,34,Private,6,White,Male,44
Low,63,Private,8,White,Male,40
Low,21,Private,10,White,Male,NA
Low,18,Private,9,Black,Male,36
High,49,State-gov,16,White,Male,50
Low,81,Self-emp-not-inc,9,White,Female,20
High,36,Self-emp-inc,12,White,Male,40
High,47,Private,9,White,Male,40
High,36,Private,14,White,Male,NA
Low,39,Self-emp-not-inc,11,White,Male,60
Low,46,Private,13,White,Female,35
High,43,Local-gov,10,White,Female,40
Low,39,Local-gov,13,NA,Female,35
Low,29,Private,10,White,Female,40
Low,23,Private,9,Black,Female,16
Low,57,Private,6,White,Male,43
Low,38,Self-emp-not-inc,9,Black,Female,42
Low,NA,Private,13,White,Female,40
Low,39,Local-gov,10,White,Male,40
Low,24,Private,10,Black,NA,NA
High,56,Private,14,White,Male,44
Low,39,Private,8,NA,Female,40
Low,23,Private,11,White,Female,60
Low,17,?,7,Other,Female,20
Low,67,Self-emp-not-inc,9,White,Female,16
Low,41,NA,13,Asian-Pac-Islander,Male,NA
Low,24,Local-gov,NA,White,Female,50
High,51,Private,13,Black,Male,40
Low,30,Self-emp-inc,9,White,Female,60
High,47,Self-emp-inc,9,NA,NA,40
Low,56,Private,9,White,Male,32
Low,51,Private,NA,White,Male,38
Low,57,Self-emp-not-inc,10,White,Male,55
Low,34,Private,10,White,Female,40
Low,24,Private,13,White,Male,40
Low,57,Private,9,White,Male,40
High,38,Private,9,White,Male,40
Low,23,Private,9,White,Female,40
Low,35,Private,4,White,Male,40
Low,58,Private,9,White,Male,52
Low,19,?,9,White,Female,12
Low,19,?,4,White,Male,40
High,68,State-gov,NA,NA,Male,60
High,43,Private,10,White,Male,40
Low,17,Private,7,White,Female,20
High,53,State-gov,16,White,Male,50
High,37,Self-emp-inc,16,Black,Male,99
Low,21,?,13,Asian-Pac-Islander,Male,25
High,63,Private,9,White,Male,40
Low,31,Private,10,White,Male,50
Low,29,Private,9,White,Male,40
High,43,Local-gov,10,White,Male,40
High,27,Private,15,White,Female,65
Low,25,Self-emp-not-inc,9,White,Male,32
Low,28,Private,9,White,Female,40
Low,NA,Private,9,White,Female,35
Low,74,?,10,White,Female,12
Low,31,Local-gov,10,Amer-Indian-Eskimo,Female,32
Low,23,Private,10,White,Male,48
Low,19,Private,13,White,Female,30
Low,39,?,1,White,Female,20
Low,61,Self-emp-not-inc,9,White,Female,40
High,59,?,9,White,Female,40
High,NA,Self-emp-inc,11,White,Female,36
Low,19,Private,10,Black,Female,20
Low,23,?,9,White,Male,40
Low,25,Local-gov,9,Amer-Indian-Eskimo,Female,35
High,40,Private,10,White,Male,48
Low,53,Private,NA,White,Female,37
Low,32,Private,13,White,Male,45
High,72,Self-emp-not-inc,16,White,Male,25
Low,61,Private,4,White,NA,40
Low,42,Private,9,White,Male,40
Low,17,Private,6,Amer-Indian-Eskimo,Female,20
Low,73,Private,9,White,Male,16
Low,41,Self-emp-not-inc,NA,White,Male,40
Low,23,Private,10,NA,Female,20
Low,23,Private,9,White,Female,40
Low,65,Private,11,White,Male,15
Low,45,Self-emp-inc,9,White,Female,50
High,52,Federal-gov,13,Black,Male,40
Low,24,NA,13,Black,Female,27
Low,23,Private,11,White,Male,40
Low,30,Private,10,White,Female,40
Low,26,Private,13,White,Male,40
Low,NA,Self-emp-not-inc,9,White,Male,56
Low,17,Private,9,White,Male,40
Low,31,Private,9,White,Male,40
Low,52,Private,9,NA,Female,40
Low,63,Private,13,White,Male,27
Low,27,Private,9,White,Female,60
Low,31,Private,5,White,Male,40
Low,71,Self-emp-not-inc,9,White,Female,35
Low,35,Private,13,White,Male,60
Low,44,Private,9,NA,Female,38
Low,36,Private,14,Asian-Pac-Islander,Male,40
Low,22,Private,13,White,Female,20
Low,32,NA,9,White,Male,48
Low,30,Local-gov,13,White,Female,40
Low,60,?,9,White,Male,40
Low,25,Private,10,White,NA,40
Low,76,Private,NA,White,Female,12
Low,41,NA,NA,White,Male,40
Low,26,Private,4,Other,Male,40
Low,45,Private,8,Asian-Pac-Islander,Male,40
Low,32,Private,10,White,Female,40
Low,NA,NA,9,White,Male,40
High,39,NA,13,White,Male,40
Low,63,Self-emp-not-inc,13,White,Male,40
Low,23,Private,12,White,Female,40
Low,61,Private,6,White,Male,40
Low,31,State-gov,11,White,Male,40
Low,25,Private,5,White,Male,45
Low,33,Private,9,White,Female,40
Low,39,Private,9,White,Female,36
Low,53,Private,13,Asian-Pac-Islander,Female,40
Low,26,Federal-gov,13,White,Female,40
Low,21,Private,10,NA,Male,32
Low,18,Private,9,Black,Male,40
High,34,Private,NA,White,NA,60
High,44,State-gov,14,Black,Male,40
Low,31,Private,9,White,Male,50
High,44,Private,9,White,Male,40
High,42,Private,15,White,Male,60
Low,43,Private,9,White,Male,44
High,NA,Private,13,Asian-Pac-Islander,Male,38
Low,21,Private,10,Black,Female,30
High,30,Private,9,White,NA,40
Low,55,Private,9,White,Male,60
Low,57,Private,10,White,Female,40
Low,37,NA,9,White,Male,50
High,32,Private,9,White,Male,40
High,62,Self-emp-not-inc,13,White,Male,60
High,31,Self-emp-not-inc,13,Black,Male,40
High,51,Private,13,White,Male,50
Low,37,Private,14,White,Female,45
Low,45,Private,3,White,Male,38
Low,47,NA,10,White,Male,40
Low,31,?,9,White,Male,75
Low,75,Self-emp-not-inc,7,White,Male,30
Low,43,Private,14,Other,Male,50
High,NA,Private,12,White,Male,60
High,30,Private,13,White,Male,40
Low,27,Private,3,White,Male,NA
Low,44,Private,9,Amer-Indian-Eskimo,Male,40
High,53,Local-gov,14,White,Female,35
Low,40,Private,13,White,Male,40
Low,18,Private,7,White,Female,20
Low,33,Private,13,Black,Male,40
Low,20,Private,9,White,Male,40
Low,38,NA,10,Black,Male,50
Low,48,Private,9,White,Female,35
Low,46,Self-emp-not-inc,9,White,Male,40
Low,51,NA,9,White,Male,40
Low,35,Self-emp-not-inc,9,White,Female,30
Low,24,Private,4,White,Male,40
Low,30,Private,10,White,Male,50
Low,70,Private,9,White,Male,30
Low,26,Private,9,White,Male,44
Low,34,Private,9,White,Male,40
High,46,NA,9,White,Male,40
Low,70,Private,9,White,Female,5
Low,37,Local-gov,10,White,Male,40
Low,36,Self-emp-not-inc,10,White,Female,35
Low,23,Private,5,White,Female,40
Low,28,Private,9,White,Male,40
High,44,Self-emp-not-inc,10,White,Male,50
Low,58,Private,NA,White,Male,30
High,53,NA,10,White,Male,60
Low,23,Private,10,White,Male,40
Low,26,Private,9,NA,Male,40
Low,21,?,10,White,Male,40
Low,34,Local-gov,14,White,Female,50
Low,43,Private,7,White,Male,40
Low,22,Private,10,Black,Male,20
High,41,Private,10,Amer-Indian-Eskimo,Male,50
Low,36,Private,9,Asian-Pac-Islander,Male,40
Low,41,Local-gov,13,White,NA,NA
Low,27,Private,9,White,Male,40
Low,42,Self-emp-not-inc,10,White,Male,60
Low,27,Private,11,White,Female,35
Low,41,Private,9,White,Male,NA
High,32,Private,13,NA,Female,40
Low,21,Private,10,Asian-Pac-Islander,Male,20
High,44,Private,13,Black,Male,50
Low,29,Private,13,White,Male,40
Low,19,Self-emp-not-inc,10,White,Female,22
Low,21,Local-gov,10,White,Male,40
Low,46,Private,9,White,Male,40
High,38,Private,NA,White,Male,55
High,43,Private,10,NA,Male,48
High,54,Self-emp-inc,9,NA,Male,50
High,38,Private,14,White,Male,60
Low,18,?,10,White,Male,40
High,50,Private,9,White,Female,40
High,30,Private,11,White,Female,36
Low,30,Private,5,White,Male,40
Low,28,Local-gov,9,Amer-Indian-Eskimo,Female,35
Low,26,Private,11,White,Female,45
Low,37,Federal-gov,10,White,Male,43
High,32,Private,9,White,Male,50
High,NA,State-gov,14,White,Female,NA
Low,18,NA,9,White,Female,28
Low,NA,Private,10,White,Male,30
Low,36,?,11,White,Female,8
Low,18,Private,7,Black,Male,30
Low,27,Private,9,White,Male,40
Low,49,Private,5,White,Male,40
High,46,State-gov,9,White,Male,43
Low,37,Private,9,White,Male,NA
Low,30,Private,10,White,Male,40
Low,29,Private,9,Other,NA,30
Low,22,?,9,White,NA,40
Low,25,Self-emp-not-inc,9,White,Male,30
Low,38,NA,9,Black,Female,30
Low,32,?,13,White,Female,40
Low,35,Private,10,White,Male,50
High,56,Private,14,NA,Male,80
Low,29,Private,10,NA,Female,40
Low,41,Private,9,White,Male,40
Low,47,Private,9,White,Male,40
Low,23,Private,13,Asian-Pac-Islander,Female,40
High,46,Self-emp-not-inc,13,White,Male,45
Low,28,Local-gov,9,Black,Male,40
Low,39,Private,13,White,Female,20
Low,42,Self-emp-not-inc,10,White,Female,50
High,39,Private,9,White,Male,48
Low,68,?,NA,White,Male,30
High,37,Self-emp-inc,NA,NA,Male,55
Low,57,Private,15,White,Female,40
Low,22,Private,10,Black,Female,30
High,24,Private,11,White,Male,30
Low,19,Private,NA,White,Male,50
Low,55,Private,12,NA,Female,30
Low,37,Local-gov,9,White,Male,40
Low,37,Local-gov,10,Black,Female,40
Low,NA,Private,13,White,Male,50
Low,27,Private,9,White,Female,40
Low,40,State-gov,13,White,Female,20
Low,51,Private,9,White,Female,40
Low,52,Private,11,White,Male,56
Low,74,?,10,White,Female,3
High,49,Self-emp-inc,10,White,Male,50
Low,20,?,10,White,Female,40
Low,40,Federal-gov,10,White,Female,50
Low,80,Private,10,White,Male,60
Low,63,Private,10,White,Male,40
High,63,Private,9,White,Male,45
Low,51,Private,10,White,Female,40
Low,23,Private,9,White,NA,40
Low,66,Self-emp-not-inc,9,White,Male,20
Low,33,Self-emp-not-inc,9,NA,Male,66
Low,49,Private,9,White,Male,43
Low,20,Private,10,White,Male,32
High,33,Self-emp-inc,12,White,Male,60
Low,26,Private,10,White,Male,40
High,52,Private,9,White,Male,50
High,33,Private,13,White,Male,50
Low,47,Private,13,White,Male,45
Low,23,Private,9,Black,Male,75
Low,53,Federal-gov,12,White,Male,40
Low,19,Private,10,White,Male,20
Low,26,Federal-gov,10,White,Male,40
High,53,Private,4,White,Male,60
Low,65,Private,9,White,Male,10
Low,68,Private,13,White,Male,30
Low,30,Private,6,White,Male,18
Low,28,Private,7,White,Male,45
Low,54,Local-gov,6,White,Male,45
Low,30,Private,9,White,Male,10
Low,22,Private,10,White,Male,50
Low,25,Private,9,White,Male,30
Low,NA,Private,7,NA,Male,20
Low,19,?,10,White,Female,35
High,32,Federal-gov,15,White,Male,40
Low,23,Private,13,White,Female,40
Low,51,Local-gov,13,White,Male,45
High,25,Private,10,White,Male,44
Low,46,Local-gov,13,Black,Female,40
Low,38,Private,10,White,Female,50
High,26,State-gov,9,Asian-Pac-Islander,Male,40
Low,46,Private,9,White,Female,40
Low,25,Private,13,White,Female,40
Low,20,Private,10,White,NA,16
Low,29,Local-gov,14,White,Male,35
High,51,Self-emp-inc,14,White,Male,50
Low,40,Private,10,White,Male,52
Low,NA,NA,10,White,Female,40
Low,24,Self-emp-not-inc,13,White,Male,50
Low,31,Private,11,Amer-Indian-Eskimo,Female,24
Low,54,?,9,White,Female,30
Low,34,Private,12,White,NA,60
Low,19,Private,10,White,Male,66
Low,21,Private,9,Black,Male,40
Low,21,Private,6,White,Male,70
Low,23,Private,10,NA,Male,24
Low,37,Federal-gov,10,White,Male,40
High,40,NA,14,White,Male,46
Low,57,Private,9,White,Male,30
High,48,Private,13,White,Male,40
Low,24,Private,7,Asian-Pac-Islander,Male,40
Low,43,Private,10,White,Male,40
Low,32,?,NA,White,Female,20
Low,40,Private,9,White,Female,NA
High,52,Self-emp-inc,15,White,Male,35
Low,49,Private,9,NA,Male,40
Low,45,Self-emp-not-inc,10,Amer-Indian-Eskimo,Male,40
Low,62,Local-gov,NA,White,Male,40
Low,29,Private,11,White,Male,40
Low,49,Private,9,White,Female,40
Low,55,Federal-gov,10,Black,Female,40
Low,20,?,10,Amer-Indian-Eskimo,Male,72
Low,37,Self-emp-inc,13,White,Male,40
High,43,State-gov,13,White,Male,40
Low,29,Private,10,White,Female,40
High,44,Private,9,White,Female,40
High,28,Private,10,White,Male,40
Low,38,Private,10,White,Female,45
High,45,Private,11,White,Male,50
Low,22,?,10,White,NA,40
Low,19,Private,10,White,Female,20
Low,20,Private,8,White,Male,40
Low,60,Private,9,White,Male,40
Low,30,Private,9,White,Female,40
Low,22,Private,10,Asian-Pac-Islander,Male,40
Low,51,Private,10,White,Female,60
Low,31,Private,13,Black,Female,40
Low,NA,Private,9,White,Female,40
High,43,Private,13,White,Male,40
Low,51,Local-gov,9,Black,Male,40
High,41,Private,11,White,Male,48
Low,62,?,11,White,Male,40
High,50,State-gov,NA,Black,Male,40
High,46,Private,9,White,Female,40
High,54,Private,10,White,Male,60
High,68,Private,9,White,Male,45
Low,23,Self-emp-not-inc,12,White,Male,30
Low,49,Private,14,White,Female,35
Low,24,Private,6,White,NA,40
Low,30,Local-gov,NA,NA,Male,40
Low,38,Private,NA,White,Male,45
Low,34,Private,9,White,Female,35
Low,22,Private,10,White,Male,40
Low,30,Private,4,White,Male,40
Low,61,Private,4,White,Male,31
Low,36,Private,9,White,Male,40
Low,51,Self-emp-inc,11,White,Male,40
High,43,Private,3,Asian-Pac-Islander,Female,40
High,54,Federal-gov,10,White,Male,48
Low,63,Private,9,White,Female,25
High,51,Private,10,White,Male,40
Low,63,NA,6,White,Male,40
High,51,Local-gov,14,White,Male,60
Low,27,Private,9,White,Female,35
High,35,Private,12,White,Male,40
High,31,?,13,White,Female,25
Low,46,Self-emp-not-inc,NA,White,Male,40
High,53,NA,11,Black,Male,40
Low,26,Federal-gov,10,White,Male,NA
Low,43,Private,9,White,Male,40
High,39,Private,9,White,Male,50
Low,50,Federal-gov,9,White,Male,NA
High,54,Federal-gov,9,White,Male,40
High,62,?,10,NA,Female,45
Low,NA,State-gov,10,White,Female,40
Low,19,?,10,Black,Male,24
Low,29,Local-gov,9,White,Male,20
Low,20,Private,9,Black,Male,40
High,53,Private,13,White,Male,55
Low,18,?,10,White,Male,40
Low,22,?,NA,White,Male,40
Low,23,Private,9,White,Male,40
Low,69,Private,7,White,NA,20
Low,56,Private,4,White,Male,40
Low,53,Local-gov,13,Black,Male,35
Low,28,Private,9,White,Male,40
Low,28,Private,13,Black,Male,40
High,NA,Self-emp-inc,9,Asian-Pac-Islander,Male,84
Low,48,Private,9,White,Female,30
High,61,Private,9,White,Male,40
Low,49,Private,13,White,Male,45
Low,48,Private,10,White,Male,40
Low,32,NA,4,White,Male,40
High,51,Private,9,White,Male,40
Low,27,?,13,White,Male,40
Low,19,Private,NA,White,Male,NA
Low,47,Private,9,White,Male,50
Low,25,Private,13,White,Male,NA
Low,72,Private,10,Black,Male,40
Low,29,Private,7,White,Male,40
Low,22,Private,9,White,Female,40
Low,NA,Private,9,Black,NA,48
Low,50,Private,12,White,Male,60
Low,45,Self-emp-inc,10,White,Male,30
High,52,Private,10,White,Male,40
High,53,Private,14,White,Male,48
Low,36,Private,9,White,Male,48
High,46,Private,9,White,Male,NA
Low,20,Private,9,White,Female,20
Low,NA,Private,3,Black,Male,10
High,32,Local-gov,9,White,Male,40
Low,28,Private,9,White,Male,40
Low,53,Private,14,White,Female,40
Low,17,NA,7,White,Female,35
Low,46,State-gov,NA,White,Female,38
Low,39,NA,12,White,Female,30
Low,38,Private,10,White,Male,NA
Low,36,Private,9,White,Male,60
Low,63,Local-gov,13,Black,Female,21
Low,28,Private,2,White,Male,43
Low,28,?,NA,White,Male,45
Low,49,Private,9,White,Female,35
Low,43,Private,10,White,Male,40
High,38,Private,13,White,Male,45
Low,39,Private,9,White,Male,62
Low,42,?,9,Black,Female,40
Low,40,Private,9,White,Male,40
Low,45,?,9,White,Female,10
Low,29,?,9,White,Female,40
Low,24,Federal-gov,13,White,Male,45
High,30,Private,10,White,Male,50
Low,44,Private,10,Black,Male,40
Low,40,NA,9,White,Male,24
Low,30,Private,9,White,Female,35
Low,42,Private,14,White,Female,40
Low,52,Self-emp-not-inc,11,White,Female,35
High,42,Private,10,Black,Male,40
High,39,Private,10,White,NA,52
Low,43,Private,10,White,Male,45
Low,62,Self-emp-not-inc,9,White,Male,40
Low,30,Private,11,White,Male,40
Low,83,?,9,White,Female,20
High,39,Private,13,White,Male,55
Low,41,Private,9,White,Female,20
High,49,Private,14,White,Female,40
Low,25,Private,7,White,Male,40
Low,48,Private,7,White,Male,40
Low,59,?,12,White,Male,8
Low,44,State-gov,13,White,Male,40
Low,36,Private,5,White,Male,56
Low,40,Private,9,White,Male,40
Low,21,Private,9,Black,Female,35
Low,41,Private,10,White,Female,38
Low,24,NA,13,White,Female,50
Low,67,Self-emp-not-inc,9,White,Male,60
Low,24,Private,13,White,Male,38
Low,50,Self-emp-not-inc,13,White,Male,60
Low,48,Private,14,White,Male,35
High,55,?,NA,Black,Male,20
Low,29,Private,9,White,Male,40
Low,50,Private,NA,White,Female,36
High,64,State-gov,6,White,Male,40
Low,49,Private,5,Black,Male,37
Low,20,Private,9,Black,Male,52
Low,30,Private,9,White,Female,40
Low,37,Private,13,Asian-Pac-Islander,Male,30
High,52,Private,9,White,Male,40
Low,22,Private,10,White,Male,25
Low,77,?,9,White,Female,14
Low,19,State-gov,10,White,Male,15
High,52,Private,9,White,Male,55
Low,42,Private,13,Asian-Pac-Islander,Female,40
Low,35,Private,9,White,Female,36
Low,27,Private,10,White,Female,50
Low,54,State-gov,9,Black,Female,38
Low,37,Private,9,White,Male,40
Low,NA,Private,6,White,Male,35
Low,28,Private,4,White,Male,30
Low,63,Private,13,White,Male,40
Low,19,Private,9,NA,Male,42
Low,28,Private,13,White,Female,40
Low,23,?,10,White,Male,40
High,44,Private,NA,White,Female,40
High,31,Private,10,White,Male,40
High,35,Private,13,Asian-Pac-Islander,Male,50
Low,64,Private,9,White,Female,50
High,40,Private,9,White,Male,40
Low,59,Local-gov,12,White,Female,50
Low,22,Private,10,White,Female,40
Low,40,Private,10,White,Female,44
Low,35,Private,4,White,Male,40
Low,20,Private,10,White,Female,15
Low,35,Local-gov,9,White,Male,40
Low,28,Private,10,White,Male,48
Low,28,Private,9,White,Male,40
Low,37,?,10,White,Male,20
High,72,?,16,White,Male,6
Low,25,Self-emp-inc,12,White,Male,60
Low,NA,Private,9,White,Female,40
Low,NA,?,10,White,Female,45
Low,31,Private,NA,White,Female,38
Low,41,Private,9,White,Female,40
High,31,Private,6,White,NA,40
Low,44,Private,9,White,Male,NA
Low,20,Private,10,Black,Male,47
Low,57,Self-emp-not-inc,10,White,Male,50
Low,26,Private,9,White,Female,12
Low,44,Self-emp-inc,9,White,Male,60
Low,29,Local-gov,9,White,NA,40
High,36,Private,9,White,Male,40
High,40,Private,NA,White,Male,40
Low,21,Private,12,Black,Male,35
Low,21,Private,10,White,Male,70
High,NA,Self-emp-not-inc,15,White,Male,48
Low,24,Private,13,White,Female,15
Low,NA,Private,6,White,NA,40
Low,35,Private,9,NA,Male,50
Low,35,Private,9,White,Male,40
Low,38,State-gov,NA,White,Female,40
Low,44,Federal-gov,9,Black,Female,40
High,39,Private,13,White,Female,40
Low,57,Local-gov,9,White,Female,40
Low,NA,Private,10,White,Female,40
Low,29,Private,11,White,Male,NA
Low,23,Private,9,Black,NA,40
Low,50,Private,9,White,Female,40
Low,51,Self-emp-not-inc,10,White,Male,20
Low,28,Private,11,Amer-Indian-Eskimo,Male,40
Low,44,Private,13,White,Male,60
Low,NA,Self-emp-not-inc,13,Black,Male,40
Low,31,Private,9,White,Male,45
High,27,Private,NA,White,Male,NA
Low,34,Private,13,White,Male,45
High,50,Self-emp-inc,15,Asian-Pac-Islander,Male,50
High,27,Private,10,White,Male,40
Low,31,NA,11,Black,Female,40
High,46,Private,12,White,Male,40
Low,39,Private,10,NA,Female,40
High,40,NA,13,White,Male,55
Low,NA,Private,7,White,Male,40
Low,18,Private,9,White,Female,40
Low,51,Private,9,White,Female,40
Low,58,Self-emp-inc,9,White,Male,50
Low,66,Private,9,White,Male,40
Low,36,Self-emp-not-inc,9,Asian-Pac-Islander,Female,20
Low,38,Private,7,White,Female,60
Low,25,Private,12,White,Male,40
Low,25,Private,9,White,Female,NA
Low,90,Private,7,White,NA,40
Low,41,Local-gov,10,White,NA,40
Low,34,?,9,Black,Female,40
Low,33,Private,13,White,Female,40
Low,33,Private,9,White,Female,40
