Age,MaritalStatus,Occupation,Race,Sex,WeeklyHours,Income
45, Married-civ-spouse, Sales, White, Male,40, >50K
18, Never-married, Machine-op-inspct, White, Male,55, <=50K
57, Married-civ-spouse, Exec-managerial, White, Male,50, >50K
49, Separated, Other-service, Black, Female,35, <=50K
25, Never-married, Exec-managerial, White, Female,40, <=50K
52, Divorced, Adm-clerical, White, Male,40, <=50K
56, Divorced, Craft-repair, White, Male,56, <=50K
26, Never-married, Sales, White, Male,48, <=50K
19, Never-married, Craft-repair, White, Female,40, <=50K
25, Never-married, Adm-clerical, Asian-Pac-Islander, Female,40, <=50K
25, Married-civ-spouse, Adm-clerical, White, Female,30, <=50K
21, Never-married, Sales, White, Male,45, <=50K
48, Married-civ-spouse, Craft-repair, White, Male,40, <=50K
33, Married-civ-spouse, Prof-specialty, White, Male,60, <=50K
31, Divorced, Protective-serv, Other, Male,40, <=50K
26, Divorced, Farming-fishing, White, Male,65, <=50K
37, Never-married, Prof-specialty, White, Male,38, <=50K
29, Divorced, ?, White, Female,30, <=50K
20, Never-married, Other-service, White, Male,20, <=50K
28, Married-civ-spouse, Sales, Other, Male,60, <=50K
49, Widowed, Adm-clerical, White, Female,20, <=50K
73, Never-married, ?, White, Male,4, <=50K
49, Married-civ-spouse, Exec-managerial, White, Male,40, >50K
51, Married-civ-spouse, Prof-specialty, White, Female,40, >50K
40, Married-civ-spouse, Sales, White, Male,40, <=50K
24, Never-married, Machine-op-inspct, White, Female,40, <=50K
18, Never-married, Sales, White, Male,24, <=50K
41, Married-civ-spouse, Transport-moving, Black, Male,40, >50K
46, Married-civ-spouse, Adm-clerical, White, Male,40, >50K
46, Married-civ-spouse, Adm-clerical, White, Female,40, <=50K
64, Married-civ-spouse, Transport-moving, White, Male,40, >50K
50, Married-civ-spouse, Prof-specialty, White, Male,40, >50K
53, Married-civ-spouse, Prof-specialty, White, Male,36, >50K
21, Never-married, Craft-repair, White, Male,40, <=50K
22, Married-civ-spouse, Other-service, White, Male,25, <=50K
37, Divorced, Exec-managerial, White, Female,45, >50K
39, Never-married, Prof-specialty, White, Male,55, >50K
30, Married-civ-spouse, Sales, Asian-Pac-Islander, Male,40, <=50K
25, Never-married, Prof-specialty, White, Male,40, <=50K
26, Never-married, Exec-managerial, Black, Female,40, <=50K
43, Never-married, Sales, White, Male,50, <=50K
59, Widowed, Adm-clerical, White, Female,60, <=50K
27, Married-spouse-absent, Adm-clerical, White, Female,40, <=50K
55, Married-civ-spouse, Craft-repair, Black, Male,40, >50K
20, Never-married, Other-service, White, Male,12, <=50K
25, Never-married, Prof-specialty, White, Female,36, <=50K
28, Separated, Other-service, White, Male,40, <=50K
29, Never-married, Sales, White, Male,50, <=50K
60, Married-civ-spouse, Sales, White, Male,40, >50K
37, Married-civ-spouse, Prof-specialty, White, Female,50, >50K
25, Divorced, Sales, White, Female,40, <=50K
27, Married-civ-spouse, Craft-repair, White, Male,60, <=50K
50, Married-civ-spouse, Exec-managerial, White, Male,40, >50K
41, Married-civ-spouse, Farming-fishing, White, Male,70, <=50K
46, Married-civ-spouse, Craft-repair, White, Male,47, <=50K
35, Divorced, Other-service, Black, Female,40, <=50K
21, Never-married, ?, White, Male,40, <=50K
35, Separated, ?, White, Female,60, <=50K
40, Never-married, Handlers-cleaners, Black, Male,40, <=50K
49, Married-civ-spouse, Exec-managerial, White, Male,40, >50K
29, Never-married, Prof-specialty, White, Female,50, <=50K
43, Divorced, Prof-specialty, White, Female,40, <=50K
39, Never-married, Transport-moving, Black, Male,60, <=50K
35, Never-married, Handlers-cleaners, White, Male,60, <=50K
52, Married-civ-spouse, Machine-op-inspct, White, Male,40, <=50K
25, Never-married, Handlers-cleaners, Black, Male,40, <=50K
20, Never-married, Machine-op-inspct, White, Female,30, <=50K
46, Divorced, Other-service, White, Female,10, <=50K
24, Never-married, Exec-managerial, White, Male,40, <=50K
29, Married-civ-spouse, Craft-repair, Asian-Pac-Islander, Male,30, <=50K
21, Never-married, Other-service, White, Male,40, <=50K
37, Divorced, Exec-managerial, White, Female,50, <=50K
43, Never-married, Adm-clerical, White, Male,40, <=50K
19, Never-married, Adm-clerical, White, Female,26, <=50K
47, Married-civ-spouse, Sales, White, Male,45, <=50K
61, Married-civ-spouse, Transport-moving, White, Male,45, >50K
21, Never-married, ?, White, Male,55, <=50K
35, Married-civ-spouse, Other-service, White, Male,60, <=50K
60, Married-civ-spouse, Handlers-cleaners, Black, Male,40, <=50K
27, Never-married, Adm-clerical, White, Female,40, <=50K
57, Married-civ-spouse, Prof-specialty, Asian-Pac-Islander, Male,35, <=50K
56, Married-civ-spouse, Craft-repair, White, Male,40, <=50K
27, Never-married, Exec-managerial, White, Female,40, <=50K
47, Married-civ-spouse, Machine-op-inspct, Black, Female,35, <=50K
19, Never-married, Other-service, White, Male,30, <=50K
28, Divorced, Other-service, White, Female,30, <=50K
43, Married-civ-spouse, Adm-clerical, White, Male,40, <=50K
63, Divorced, Exec-managerial, White, Female,35, <=50K
22, Never-married, ?, White, Male,40, <=50K
25, Divorced, Handlers-cleaners, Asian-Pac-Islander, Female,40, <=50K
35, Never-married, Machine-op-inspct, White, Male,40, >50K
20, Never-married, Handlers-cleaners, White, Female,40, <=50K
48, Married-civ-spouse, Sales, White, Male,70, <=50K
30, Never-married, Prof-specialty, Black, Female,40, <=50K
31, Married-civ-spouse, Prof-specialty, White, Male,40, >50K
20, Never-married, Sales, Asian-Pac-Islander, Female,24, <=50K
57, Married-civ-spouse, Prof-specialty, White, Male,50, >50K
41, Married-civ-spouse, Adm-clerical, White, Female,44, >50K
33, Divorced, Adm-clerical, White, Female,40, <=50K
27, Married-civ-spouse, Farming-fishing, White, Male,40, <=50K
34, Married-civ-spouse, Farming-fishing, White, Male,60, >50K
22, Never-married, Craft-repair, White, Male,30, <=50K
50, Married-civ-spouse, Exec-managerial, Black, Female,40, >50K
40, Married-civ-spouse, Prof-specialty, White, Male,45, >50K
37, Married-civ-spouse, Craft-repair, White, Male,51, <=50K
40, Divorced, ?, White, Male,40, <=50K
53, Married-civ-spouse, Exec-managerial, White, Male,55, >50K
38, Married-civ-spouse, Machine-op-inspct, White, Male,40, >50K
25, Never-married, Prof-specialty, White, Male,40, <=50K
51, Married-civ-spouse, Craft-repair, Black, Male,40, <=50K
22, Never-married, ?, Black, Male,40, <=50K
18, Never-married, Other-service, White, Male,16, <=50K
41, Married-civ-spouse, Handlers-cleaners, White, Male,40, >50K
33, Never-married, Adm-clerical, White, Female,40, <=50K
33, Never-married, Sales, White, Female,40, <=50K
67, Married-civ-spouse, Transport-moving, White, Male,40, <=50K
47, Married-civ-spouse, Exec-managerial, White, Male,50, >50K
24, Never-married, Machine-op-inspct, White, Male,40, <=50K
32, Married-civ-spouse, Other-service, White, Male,40, <=50K
29, Never-married, Other-service, White, Female,40, <=50K
25, Never-married, Sales, White, Male,45, <=50K
33, Divorced, Adm-clerical, White, Female,40, <=50K
55, Married-civ-spouse, Craft-repair, White, Male,40, <=50K
31, Married-civ-spouse, Sales, White, Male,40, >50K
32, Married-civ-spouse, Prof-specialty, White, Male,50, <=50K
18, Never-married, Protective-serv, White, Male,3, <=50K
36, Divorced, Adm-clerical, White, Female,50, <=50K
58, Widowed, Adm-clerical, White, Female,27, <=50K
34, Married-civ-spouse, Exec-managerial, White, Male,50, >50K
19, Never-married, Handlers-cleaners, White, Male,40, <=50K
21, Never-married, Adm-clerical, Black, Female,40, <=50K
36, Never-married, Farming-fishing, White, Male,50, <=50K
37, Married-civ-spouse, Prof-specialty, Black, Female,40, >50K
43, Married-civ-spouse, Machine-op-inspct, Black, Female,21, <=50K
52, Married-civ-spouse, Protective-serv, White, Male,40, <=50K
48, Divorced, Other-service, White, Female,40, <=50K
43, Divorced, Prof-specialty, White, Female,38, <=50K
22, Never-married, Other-service, White, Male,40, <=50K
57, Divorced, Transport-moving, White, Male,40, <=50K
37, Never-married, Adm-clerical, White, Female,40, <=50K
39, Divorced, Sales, Asian-Pac-Islander, Female,38, <=50K
54, Married-civ-spouse, Sales, White, Male,40, >50K
27, Never-married, Other-service, White, Male,40, <=50K
21, Never-married, Adm-clerical, White, Female,35, <=50K
65, Separated, Adm-clerical, White, Female,38, <=50K
30, Married-civ-spouse, Other-service, White, Female,40, <=50K
22, Never-married, Machine-op-inspct, White, Female,40, <=50K
26, Married-civ-spouse, Sales, White, Male,50, <=50K
25, Separated, Craft-repair, White, Male,40, <=50K
35, Married-civ-spouse, ?, White, Female,40, >50K
47, Married-civ-spouse, Exec-managerial, White, Male,50, >50K
23, Never-married, Other-service, White, Male,60, <=50K
42, Married-civ-spouse, Sales, Black, Male,40, >50K
39, Never-married, Craft-repair, Asian-Pac-Islander, Male,30, <=50K
55, Married-civ-spouse, Exec-managerial, White, Male,60, >50K
24, Married-spouse-absent, Prof-specialty, Asian-Pac-Islander, Female,10, <=50K
46, Married-civ-spouse, Machine-op-inspct, White, Male,40, >50K
53, Married-civ-spouse, Craft-repair, White, Male,40, >50K
44, Separated, Other-service, Black, Female,60, <=50K
40, Separated, Transport-moving, Black, Female,40, <=50K
48, Married-civ-spouse, Craft-repair, White, Male,40, >50K
26, Separated, Adm-clerical, White, Female,35, <=50K
22, Never-married, Sales, White, Female,40, <=50K
35, Married-civ-spouse, ?, White, Female,12, <=50K
20, Never-married, ?, White, Female,20, <=50K
43, Divorced, Exec-managerial, White, Female,40, <=50K
37, Married-civ-spouse, Other-service, White, Female,25, <=50K
30, Married-civ-spouse, Craft-repair, Asian-Pac-Islander, Male,40, <=50K
41, Married-civ-spouse, Sales, Amer-Indian-Eskimo, Male,50, <=50K
38, Married-civ-spouse, Prof-specialty, White, Male,60, >50K
77, Married-civ-spouse, ?, Black, Male,40, <=50K
42, Married-civ-spouse, Farming-fishing, White, Male,50, <=50K
20, Never-married, Transport-moving, Black, Male,40, <=50K
36, Divorced, Adm-clerical, White, Female,40, <=50K
32, Never-married, Prof-specialty, Asian-Pac-Islander, Male,40, <=50K
27, Married-civ-spouse, Exec-managerial, White, Male,40, >50K
25, Divorced, Protective-serv, White, Male,45, <=50K
40, Never-married, Exec-managerial, White, Male,40, <=50K
18, Never-married, ?, White, Male,25, <=50K
49, Married-civ-spouse, Exec-managerial, White, Male,45, >50K
17, Never-married, Other-service, White, Female,16, <=50K
29, Never-married, Sales, White, Female,40, <=50K
47, Married-civ-spouse, Prof-specialty, Asian-Pac-Islander, Male,55, >50K
24, Separated, Handlers-cleaners, White, Male,45, <=50K
58, Married-civ-spouse, ?, White, Male,24, <=50K
29, Never-married, Craft-repair, White, Male,40, <=50K
45, Married-civ-spouse, Adm-clerical, White, Female,24, >50K
30, Married-civ-spouse, Craft-repair, White, Male,50, <=50K
19, Never-married, Adm-clerical, White, Male,20, <=50K
59, Married-civ-spouse, Transport-moving, White, Male,40, >50K
47, Married-spouse-absent, Other-service, White, Female,30, <=50K
41, Married-civ-spouse, Tech-support, Black, Male,40, <=50K
28, Never-married, Prof-specialty, White, Male,40, <=50K
46, Married-civ-spouse, Craft-repair, White, Male,40, >50K
40, Married-civ-spouse, Craft-repair, White, Male,60, <=50K
66, Divorced, Other-service, Black, Female,40, <=50K
30, Never-married, Prof-specialty, Black, Male,45, >50K
44, Never-married, Craft-repair, White, Male,12, <=50K
58, Married-civ-spouse, Exec-managerial, White, Male,60, >50K
21, Never-married, Other-service, White, Male,48, <=50K
59, Widowed, Other-service, Black, Female,40, <=50K
35, Married-civ-spouse, Other-service, White, Male,40, <=50K
45, Married-civ-spouse, Adm-clerical, Black, Male,40, >50K
30, Married-civ-spouse, Transport-moving, White, Male,40, <=50K
33, Never-married, Handlers-cleaners, Black, Male,40, <=50K
26, Never-married, Sales, White, Female,15, <=50K
48, Separated, Sales, Black, Female,35, <=50K
31, Never-married, Sales, Asian-Pac-Islander, Female,40, <=50K
36, Married-civ-spouse, Exec-managerial, White, Male,45, <=50K
48, Divorced, Prof-specialty, White, Female,38, <=50K
30, Married-civ-spouse, Craft-repair, White, Male,40, <=50K
33, Married-civ-spouse, Handlers-cleaners, White, Male,50, >50K
19, Never-married, ?, White, Female,25, <=50K
37, Married-civ-spouse, Prof-specialty, Black, Female,40, >50K
53, Married-civ-spouse, Exec-managerial, White, Male,45, >50K
18, Never-married, Other-service, White, Female,40, <=50K
38, Married-civ-spouse, Transport-moving, White, Male,50, >50K
34, Never-married, Other-service, White, Male,50, <=50K
45, Married-civ-spouse, Sales, White, Male,52, >50K
33, Married-civ-spouse, Prof-specialty, White, Male,60, <=50K
35, Married-civ-spouse, Craft-repair, White, Female,44, <=50K
22, Never-married, Handlers-cleaners, Black, Male,40, <=50K
35, Divorced, Other-service, White, Female,30, <=50K
45, Married-civ-spouse, Prof-specialty, Amer-Indian-Eskimo, Male,8, <=50K
17, Never-married, Farming-fishing, White, Male,45, <=50K
50, Married-civ-spouse, Exec-managerial, White, Male,45, <=50K
38, Married-civ-spouse, Prof-specialty, White, Male,50, >50K
33, Married-civ-spouse, Craft-repair, White, Male,50, >50K
46, Married-civ-spouse, Sales, White, Male,35, <=50K
25, Never-married, Sales, White, Female,50, <=50K
64, Married-civ-spouse, Craft-repair, White, Male,40, <=50K
62, Married-civ-spouse, Exec-managerial, White, Male,10, <=50K
32, Married-civ-spouse, Tech-support, White, Male,60, >50K
17, Never-married, Sales, White, Male,20, <=50K
61, Married-civ-spouse, Craft-repair, White, Male,55, <=50K
40, Never-married, Prof-specialty, Black, Female,40, <=50K
21, Never-married, Exec-managerial, White, Female,40, <=50K
39, Married-civ-spouse, Exec-managerial, White, Male,50, >50K
35, Married-civ-spouse, Exec-managerial, White, Male,45, <=50K
29, Married-civ-spouse, Prof-specialty, White, Male,40, <=50K
27, Never-married, Transport-moving, Black, Male,40, <=50K
20, Never-married, Adm-clerical, White, Female,40, <=50K
34, Married-civ-spouse, ?, White, Female,20, >50K
51, Never-married, Prof-specialty, White, Male,40, <=50K
45, Separated, Machine-op-inspct, Black, Female,15, <=50K
20, Never-married, ?, White, Female,40, <=50K
31, Married-civ-spouse, Craft-repair, White, Male,40, <=50K
29, Never-married, Tech-support, Black, Male,40, <=50K
56, Married-civ-spouse, Adm-clerical, White, Male,30, <=50K
55, Divorced, Tech-support, White, Female,12, >50K
26, Never-married, Tech-support, White, Male,20, <=50K
46, Married-civ-spouse, Craft-repair, White, Male,45, >50K
32, Married-civ-spouse, Other-service, White, Male,40, <=50K
28, Married-civ-spouse, Sales, White, Male,40, <=50K
27, Never-married, Other-service, White, Male,35, <=50K
23, Married-spouse-absent, Craft-repair, White, Male,40, <=50K
59, Married-civ-spouse, Craft-repair, White, Male,40, <=50K
26, Never-married, Craft-repair, Other, Male,48, <=50K
36, Never-married, Handlers-cleaners, White, Male,40, <=50K
18, Never-married, Sales, White, Female,15, <=50K
33, Divorced, Handlers-cleaners, White, Male,70, <=50K
60, Married-civ-spouse, Transport-moving, White, Female,15, >50K
40, Divorced, Machine-op-inspct, White, Female,48, <=50K
48, Married-civ-spouse, Farming-fishing, White, Male,43, <=50K
27, Married-civ-spouse, Craft-repair, White, Male,48, <=50K
19, Never-married, Other-service, White, Male,20, <=50K
38, Married-civ-spouse, Prof-specialty, White, Male,50, >50K
26, Divorced, Craft-repair, White, Male,43, <=50K
45, Married-civ-spouse, Protective-serv, White, Male,40, <=50K
20, Never-married, Adm-clerical, White, Female,20, <=50K
32, Divorced, Craft-repair, White, Male,40, <=50K
22, Never-married, Handlers-cleaners, White, Female,13, <=50K
22, Never-married, Adm-clerical, White, Male,40, <=50K
38, Never-married, Other-service, Black, Female,38, <=50K
34, Married-civ-spouse, Craft-repair, White, Male,50, >50K
46, Widowed, Other-service, Other, Female,30, <=50K
39, Divorced, Exec-managerial, White, Female,25, <=50K
79, Widowed, Other-service, White, Female,24, <=50K
60, Married-civ-spouse, ?, White, Male,8, >50K
24, Never-married, Sales, White, Male,40, <=50K
31, Married-civ-spouse, Craft-repair, White, Male,65, <=50K
37, Married-civ-spouse, Sales, Asian-Pac-Islander, Male,77, <=50K
23, Never-married, Craft-repair, White, Male,40, <=50K
31, Married-civ-spouse, Transport-moving, White, Male,45, <=50K
29, Married-civ-spouse, Prof-specialty, White, Male,40, >50K
22, Never-married, Prof-specialty, White, Female,43, <=50K
69, Widowed, ?, White, Female,20, <=50K
55, Divorced, Other-service, White, Female,38, <=50K
43, Divorced, Craft-repair, White, Male,40, <=50K
23, Never-married, Farming-fishing, Other, Male,36, <=50K
29, Never-married, Adm-clerical, White, Male,35, <=50K
22, Never-married, Other-service, White, Female,40, <=50K
22, Never-married, Sales, White, Male,42, <=50K
